"source_file","contract_number","contract_id","contract_subject","contract_domain","supplier_name","supplier_id","item_id","item_type","item_description","item_sku","quantity","unit_price","total_price","has_discount","discount_type","discount_value","original_price","discounted_price","is_bundle","bundle_components","is_multi_year","duration_years","total_price_multi_year","annual_rate","classification_label","class_l1","class_l2","class_l3","class_confidence_level","class_final_score","class_method","class_timestamp","class_macro_type"
"01. Batch 1/7010208244/acq_all_oda/7010208244 0000081593 LUTECH SPA 20240221_v1.pdf","7010208244","701020824401","Rinnovo servizio VOIP (Servizi per migrazione infrastruttura Cisco, fornitura ed installazione Device Pack telefoni, SW di comunicazione Cisco, nuove licenze SW IMAGICLE), RINNOVO TIM Trunking Comunica Top 2024-2027 e Rinnovo BCBE 4010178194 per la manutenzione nuova soluzione Voip Cliente Banca CR Asti.","telecomunicazioni","LUTECH S.P.A.","228961212086989","7010208244010004","SERVICE","RINNOVO TIM Trunking Comunica Top 2024-2027 per Cliente Cassa di Risparmio di Asti SpA.","","1.0","64400.0","64400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.7571044216156007","intelligent_multi_step","2025-10-17T06:47:19.953571","SERVICE"
"01. Batch 1/7010208469/acq_all_oda/7010208469 0000065325 ORACLE ITALIA A_20240228_v1.pdf","7010208469","701020846901","Ordine di rinnovo servizi di manutenzione hardware e software","IT","ORACLE ITALIA A SOCIO UNICO SRL","200602788115698","7010208469010001","SERVICE","MANUTENZIONI HW A CURA ORACLE Secondo anno - CODICE ESTERNO: VAS-270224-105. Fornitore: ORACLE ITALIA A SOCIO UNICO SRL. Cliente: BANCO BPM SPA. Destinazione: V. MASSAUA 6 - MILANO, RM. Periodo di riferimento: 01/01/2025 - 31/12/2025.","","1.0","107529.34","107529.34","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.7926735677719116","intelligent_multi_step","2025-10-17T06:57:40.353216","SERVICE"
"01. Batch 1/7010208469/acq_all_oda/7010208469 0000065325 ORACLE ITALIA A_20240228_v1.pdf","7010208469","701020846901","Ordine di rinnovo servizi di manutenzione hardware e software","IT","ORACLE ITALIA A SOCIO UNICO SRL","200602788115698","7010208469010002","SERVICE","MANUTENZIONI HW A CURA ORACLE Terzo anno - CODICE ESTERNO: VAS-270224-105. Fornitore: ORACLE ITALIA A SOCIO UNICO SRL. Cliente: BANCO BPM SPA. Destinazione: V. MASSAUA 6 - MILANO, RM. Periodo di riferimento: 01/01/2026 - 31/12/2026.","","1.0","111927.06","111927.06","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010208469/acq_all_oda/7010208469 0000065325 ORACLE ITALIA A_20240228_v1.pdf","7010208469","701020846901","Ordine di rinnovo servizi di manutenzione hardware e software","IT","ORACLE ITALIA A SOCIO UNICO SRL","200602788115698","7010208469010003","SOFTWARE","MANUTENZIONE SW A CURA DI ORACLE Primo anno - CODICE ESTERNO: VAS-270224-105. Fornitore: ORACLE ITALIA A SOCIO UNICO SRL. Cliente: BANCO BPM SPA. Destinazione: V. MASSAUA 6 - MILANO, RM. Periodo di riferimento: 01/01/2024 - 31/12/2024.","","1.0","281161.88","281161.88","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010208469/acq_all_oda/7010208469 0000065325 ORACLE ITALIA A_20240228_v1.pdf","7010208469","701020846901","Ordine di rinnovo servizi di manutenzione hardware e software","IT","ORACLE ITALIA A SOCIO UNICO SRL","200602788115698","7010208469010004","SOFTWARE","MANUTENZIONE SW A CURA DI ORACLE Secondo anno - CODICE ESTERNO: VAS-270224-105. Fornitore: ORACLE ITALIA A SOCIO UNICO SRL. Cliente: BANCO BPM SPA. Destinazione: V. MASSAUA 6 - MILANO, RM. Periodo di riferimento: 01/01/2025 - 31/12/2025.","","1.0","298031.6","298031.6","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010208469/acq_all_oda/7010208469 0000065325 ORACLE ITALIA A_20240228_v1.pdf","7010208469","701020846901","Ordine di rinnovo servizi di manutenzione hardware e software","IT","ORACLE ITALIA A SOCIO UNICO SRL","200602788115698","7010208469010005","SOFTWARE","MANUTENZIONE SW A CURA DI ORACLE Terzo anno - CODICE ESTERNO: VAS-270224-105. Fornitore: ORACLE ITALIA A SOCIO UNICO SRL. Cliente: BANCO BPM SPA. Destinazione: V. MASSAUA 6 - MILANO, RM. Periodo di riferimento: 01/01/2026 - 31/12/2026.","","1.0","309952.85","309952.85","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010208469/acq_all_oda/7010208469 0000065325 ORACLE ITALIA A_20240228_v1.pdf","7010208469","701020846901","Ordine di rinnovo servizi di manutenzione hardware e software","IT","ORACLE ITALIA A SOCIO UNICO SRL","200602788115698","7010208469010006","SERVICE","MANUTENZIONI HW A CURA ORACLE - CODICE ESTERNO: VAS-270224-105. Fornitore: ORACLE ITALIA A SOCIO UNICO SRL. Cliente: BANCO BPM SPA. Destinazione: V. MASSAUA 6 - MILANO, RM. Periodo di riferimento: 01/01/2024 - 31/12/2024.","","1.0","598536.45","598536.45","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010208517/acq_all_oda/7010208517 0000082271 COMPUTER GROSS SPA 20240229_v1.pdf","7010208517","701020851701","Hardware supply for DOCFLOW ITALIA S.P.A.","IT","COMPUTER GROSS SPA","125402336517765","7010208517010001","HARDWARE","Hardware DOCFLOW ITALIA for DOCFLOW ITALIA S.P.A., delivered to QUART. MILANOFIORI N/4 - ROZZANO, MI. External code: VAS-080224-87. Supplier: COMPUTER GROSS SPA. Offer: 1710444. Invoiced in a single upfront solution. Referent: VL MARTINIS (daniele.martinis@telecomitalia.it). Invoices to be sent to: Telecom Italia Spa - CSA - Via Alfieri,10 - Casella Postale 196 - 10121Torino. Operator: Rosa Flavio. Note: All economic offers and COT authorizations (where necessary) are always included in electronic format as an attachment in the RDASAP.","","1.0","6354.0","6354.0","False","","0.0","0.0","0.0","False","","True","2","6354.0","3177.0","HW/COMPUTE/WORKSTATIONS","HW","COMPUTE","WORKSTATIONS","MEDIUM","0.6331575772762298","deep_reclassification","2025-10-17T06:34:41.768457","HARDWARE"
"01. Batch 1/7010208517/acq_stampa_oda/Stampa Ordine 7010208517.pdf","7010208517","701020851702","Fornitura hardware DOCFLOW ITALIA","IT","COMPUTER GROSS SPA","125402336517765","7010208517020001","HARDWARE","Fornitura hardware DOCFLOW ITALIA, riferimento offerta Prot. n. 1710444. Periodo di riferimento: 2024.","","1.0","3177.0","3177.0","False","","0.0","0.0","0.0","False","","True","2","6354.0","3177.0","HW/COMPUTE/SERVERS","HW","COMPUTE","SERVERS","MEDIUM","0.6316551356315613","intelligent_multi_step","2025-10-17T06:34:45.053764","HARDWARE"
"01. Batch 1/7010208691/acq_all_oda/7010208691 0000271821 WETECH' S SPA SOCIETA' BENEFIT 20240305_v1.pdf","7010208691","701020869101","Fornitura di Contratti di Estensione Garanzia Cisco per USL Toscana Nord Ovest 2023 2026","IT","WETECH' S S.P.A. SOCIETA' BENEFIT","123891561103132","7010208691010001","SERVICE","Estensioni di garanzia 2_ semestre 2023. Fornitura di Contratti di Estensione Garanzia Cisco per USL Toscana Nord Ovest 2023 2026 su offerta WeTech's S.p.A. SB Rif:usltno tim l2 a0826 mancisco 2023 2026","VAS-290124-92","1.0","51016.78","51016.78","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.7204259495735168","intelligent_multi_step","2025-10-17T06:25:00.416494","SERVICE"
"01. Batch 1/7010208691/acq_all_oda/7010208691 0000271821 WETECH' S SPA SOCIETA' BENEFIT 20240305_v1.pdf","7010208691","701020869101","Fornitura di Contratti di Estensione Garanzia Cisco per USL Toscana Nord Ovest 2023 2026","IT","WETECH' S S.P.A. SOCIETA' BENEFIT","123891561103132","7010208691010002","SERVICE","Estensioni di garanzia 1_ semestre 2026. Fornitura di Contratti di Estensione Garanzia Cisco per USL Toscana Nord Ovest 2023 2026 su offerta WeTech's S.p.A. SB Rif:usltno tim l2 a0826 mancisco 2023 2026","VAS-290124-92","1.0","58838.89","58838.89","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010208691/acq_all_oda/7010208691 0000271821 WETECH' S SPA SOCIETA' BENEFIT 20240305_v1.pdf","7010208691","701020869101","Fornitura di Contratti di Estensione Garanzia Cisco per USL Toscana Nord Ovest 2023 2026","IT","WETECH' S S.P.A. SOCIETA' BENEFIT","123891561103132","7010208691010003","SERVICE","Estensioni di garanzia 2024. Fornitura di Contratti di Estensione Garanzia Cisco per USL Toscana Nord Ovest 2023 2026 su offerta WeTech's S.p.A. SB Rif:usltno tim l2 a0826 mancisco 2023 2026","VAS-290124-92","1.0","114216.67","114216.67","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010208788/acq_all_oda/7010208788 0000065200 COMTEL SPA 20240310_v1.pdf","7010208788","701020878801","Documento di ordinazione N° 7010208788 del 08.03.2024","telecomunicazioni","COM.TEL S.P.A.","156499478609272","7010208788010001","SERVICE","OFFERTA FORNITORE COMTEL RIF Rif. 0273_2024 per FINDOMESTIC BANCA S.P.A. - Servizio anno 2024 del periodo 01/01/2024 - 31/12/2026","VAS-290224-105","1.0","5000.0","5000.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.694155396938324","intelligent_multi_step","2025-10-17T06:07:40.358962","SERVICE"
"01. Batch 1/7010208809/acq_all_oda/7010208809 0000364438 SIRTI DIGITAL SOLUTIONS SPA 20240308_v1.pdf","7010208809","701020880901","Ordine per fornitura di servizi di installazione e manutenzione apparati trasmissivi e relativi servizi di assistenza specialistica per GARR - DCI over GARR-T","telecomunicazioni","SIRTI DIGITAL SOLUTIONS S.P.A","185222193350315","7010208809010001","SERVICE","Manutenzione primo anno per GARR. CODICE ESTERNO: VAS-280224-19. CLIENTE: CONSORTIUM GARR GEST.AMPLIAM.RETE RICERCA. DESTINAZIONE: V. DEI TIZI 6 - ROMA, RM.","","12.0","98.41","1180.92","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","HIGH","0.8104491643905639","intelligent_multi_step","2025-10-17T06:58:23.626682","SERVICE"
"01. Batch 1/7010208809/acq_all_oda/7010208809 0000364438 SIRTI DIGITAL SOLUTIONS SPA 20240308_v1.pdf","7010208809","701020880901","Ordine per fornitura di servizi di installazione e manutenzione apparati trasmissivi e relativi servizi di assistenza specialistica per GARR - DCI over GARR-T","telecomunicazioni","SIRTI DIGITAL SOLUTIONS S.P.A","185222193350315","7010208809010002","SERVICE","Servizi di installazione per GARR - DCI over GARR-T sesto-quinto nell'ambito del Contratto ""Affidamento della fornitura di apparati trasmissivi e relativi servizi di assistenza specialistica e manutenzione"" (Rif. Offerta 302274_2 del 10/01/2024 e successiva mail del 08/03/2024 relativa all'adeguamento prezzi. CODICE ESTERNO: VAS-280224-19. CLIENTE: CONSORTIUM GARR GEST.AMPLIAM.RETE RICERCA. DESTINAZIONE: V. DEI TIZI 6 - ROMA, RM.)","","1.0","19114.0","19114.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/INSTALLATION","SERVIZIO","INFRASTRUCTURE_SERVICES","INSTALLATION","MEDIUM","0.7090643758773804","intelligent_multi_step","2025-10-17T06:58:27.887490","SERVICE"
"01. Batch 1/7010208830/acq_all_oda/7010208830 0000200026 WELLCOMM ENGINEERING SPA 20240311_v1.pdf","7010208830","701020883001","Rinnovo F5 cliente finale Unipol","networking","WELLCOMM ENGINEERING S.P.A.","230293477033854","7010208830010001","SERVICE","Rinnovo F5 cliente finale Unipol - Servizio per l'anno 2024 (Rda N° 2101198585, Codice Esterno VAS-070324-02)","VAS-070324-02","1.0","668678.4","668678.4","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.6524334211349487","intelligent_multi_step","2025-10-17T06:24:48.393201","SERVICE"
"01. Batch 1/7010208945/acq_all_oda/7010208945 0000283750 MATICMIND SPA 20240312_v1.pdf","7010208945","701020894501","Ordine di rinnovo per il supporto ArcSight per Cliente Intesa Sanpaolo S.P.A.","sicurezza","MATICMIND S.P.A.","250387406080783","7010208945010001","SERVICE","CNA Rinnovo BO 7010185204 per il Supporto ArcSight dal 1 marzo 2024 al 31 dicembre 2024 Cliente Intesa SP","","1.0","63430.0","63430.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.7559216747283936","intelligent_multi_step","2025-10-17T06:48:40.807560","SERVICE"
"01. Batch 1/7010208945/acq_all_oda/7010208945 0000283750 MATICMIND SPA 20240312_v1.pdf","7010208945","701020894501","Ordine di rinnovo per il supporto ArcSight per Cliente Intesa Sanpaolo S.P.A.","sicurezza","MATICMIND S.P.A.","250387406080783","7010208945010002","SERVICE","CNA Rinnovo BO 7010185204 per il Supporto ArcSight Cliente Intesa SP - Anno 2025","","1.0","66700.0","66700.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.779334095954895","intelligent_multi_step","2025-10-17T06:48:43.764397","SERVICE"
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010001","SOFTWARE","Audiocodes OVOC - Licenze per monitoraggio Cliente Banco Desio - Primo Anno: 2024","64","1.0","851.52","851.52","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SW/COMMUNICATION/UNIFIED_COMMUNICATIONS","SW","COMMUNICATION","UNIFIED_COMMUNICATIONS","HIGH","0.877423020362854","intelligent_multi_step","2025-10-17T06:13:33.416000","SOFTWARE"
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010002","SOFTWARE","LOTTO 0001: Subscription Windows Server CSP 3 YearPrezzo come da vs. offerta MM23OFF71114 (Ver. 3)[IdSiebel=IS:1-7YDHS9E--CP:TLC23GDR--TGU:36211140972--ING:51582--]","VAS-171123-36","1.0","924.6","924.6","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SW/CLOUD_SERVICES/SOFTWARE","SW","CLOUD_SERVICES","SOFTWARE","HIGH","0.7878397331237793","intelligent_multi_step","2025-10-17T06:15:43.420132","SOFTWARE"
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010003","SERVICE","SERVIZI Evolutivi per Digital Fax Cliente Banco Desio - Primo anno: 2024","64","1.0","1500.0","1500.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010004","HARDWARE","LOTTO 0004: CISCO MERAKI - AP [IdSiebel=IS:1-7YDHS9E--CP:TLC23GDR--TGU:36211140972--ING:51582--]","VAS-171123-36","1.0","1865.1","1865.1","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010005","SOFTWARE","Manutenzione SW Imagicle Suite Cliente Banco Desio - Primo anno: 2024","64","1.0","3606.48","3606.48","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010006","SERVICE","Rinnovo BO 7010177267 per Attività/Servizi IMAC Cliente Banco Desio - Primo Anno: 2024","64","12.0","916.67","11000.04","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010007","SERVICE","Manutenzione AUDIOCODES - Soluzione SINGOLO SBC per CED Cliente Banco Desio - Primo anno: 2024","64","1.0","11779.56","11779.56","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010008","SERVICE","Manutenzione HW Server UCS per Infrastruttura Voice, Voice Gateway e Catalyst9200 Cliente Banco Desio - Primo anno: 2024","64","12.0","1136.5","13638.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010009","SERVICE","Rinnovo BO 7010177267 per Manutenzione CISCO IP PHONES / HEADSETS / VG204 Cliente Banco Desio - Primo Anno: 2024","64","12.0","1297.16","15565.92","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/7010209093 0000283750 MATICMIND SPA 20240315_v1.pdf","7010209093","701020909301","fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209093010010","SOFTWARE","licenze come da vs. offerta MM23OFF71671 (Ver. 5) [IdSiebel=IS:1-7YDHS9E--CP:TLC23GDR--TGU:36211140972--ING:51582--]","VAS-171123-36","1.0","75474.24","75474.24","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209093/acq_all_oda/New All3A_2024_03_14_271.486,32_Maticmind_BancoDesio (1)-signed.pdf","7010209093","701020909302","Fornitura di subscription e manutenzioni per la soluzione VoIP Cisco","telecomunicazioni","Maticmind S.p.A.","250387406080783","7010209093020001","SERVICE","Fornitura di subscription e manutenzioni per la soluzione VoIP Cisco - Anno 1","","0.0","0.0","135743.16","False","","0.0","0.0","0.0","False","","True","2","271486.32","135743.16","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.7210020344257354","intelligent_multi_step","2025-10-17T06:48:47.104256","SERVICE"
"01. Batch 1/7010209298/acq_all_oda/7010209298 0000289882 BV TECH SPA 20240321_v1.pdf","7010209298","701020929801","Soluzione di Outsourcing Data Center","cloud","BV TECH S.P.A.","267282143798887","7010209298010001","SERVICE","Servizi di Gestione - 2024 come da vs.","","114500.0","0.98","112210.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/CLOUD","SERVIZIO","MANAGED_SERVICES","CLOUD","HIGH","0.9338634958267212","intelligent_multi_step","2025-10-17T06:32:12.227161","SERVICE"
"01. Batch 1/7010209316/acq_all_oda/7010209316 0000283750 MATICMIND SPA 20240322_v1.pdf","7010209316","701020931601","Fornitura licenze Voip e Installazione componenti Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209316010001","SOFTWARE","Fornitura licenze Voip come da offerta MM24OFF74711_vers.2[IdSiebel=IS:1-81ZDP6G--CP:--TGU:05111151851--ING:51861--] per il periodo 01/01/2027 - 30/06/2027","VAS-190324-164","1.0","10450.5","10450.5","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SW/COMMUNICATION/UNIFIED_COMMUNICATIONS","SW","COMMUNICATION","UNIFIED_COMMUNICATIONS","HIGH","0.859862823009491","intelligent_multi_step","2025-10-17T06:15:46.942401","SOFTWARE"
"01. Batch 1/7010209316/acq_all_oda/7010209316 0000283750 MATICMIND SPA 20240322_v1.pdf","7010209316","701020931601","Fornitura licenze Voip e Installazione componenti Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209316010002","SOFTWARE","Fornitura licenze Voip come da offerta MM24OFF74711_vers.2[IdSiebel=IS:1-81ZDP6G--CP:--TGU:05111151851--ING:51861--] per il periodo 01/03/2024 - 31/12/2024","VAS-190324-164","1.0","17417.5","17417.5","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209316/acq_all_oda/7010209316 0000283750 MATICMIND SPA 20240322_v1.pdf","7010209316","701020931601","Fornitura licenze Voip e Installazione componenti Cisco","telecomunicazioni","MATICMIND S.P.A.","250387406080783","7010209316010003","SOFTWARE","Fornitura licenze Voip come da offerta MM24OFF74711_vers.2[IdSiebel=IS:1-81ZDP6G--CP:--TGU:05111151851--ING:51861--] per il periodo 01/01/2025 - 31/12/2025","VAS-190324-164","1.0","20901.0","20901.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209660/acq_all_oda/7010209660 0000081593 LUTECH SPA 20240402_v1.pdf","7010209660","701020966001","Fornitura e gestione di servizi firewall Checkpoint per Telecom Italia S.p.A. da parte di LUTECH S.P.A.","sicurezza","LUTECH S.P.A.","228961212086989","7010209660010001","SERVICE","Mgd Services 1° Anno","VAS-270324-52","1.0","12600.0","12600.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/SECURITY","SERVIZIO","MANAGED_SERVICES","SECURITY","MEDIUM","0.6349945940971374","intelligent_multi_step","2025-10-17T06:11:59.230897","SERVICE"
"01. Batch 1/7010209956/acq_all_oda/7010209956 0000200026 WELLCOMM ENGINEERING SPA 20240410_v1.pdf","7010209956","701020995601","Nexi - Servizi moving DC manutenzione Apparati F5 Cliente NEXI - Anno 2024 e 2025","IT","WELLCOMM ENGINEERING S.P.A.","230293477033854","7010209956010001","SERVICE","Rinnovo BO 7010200528 per la manutenzione Apparati Forcepoint Cliente NEXI - Anno 2024","36120","1.0","148000.0","148000.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209956/acq_all_oda/7010209956 0000200026 WELLCOMM ENGINEERING SPA 20240410_v1.pdf","7010209956","701020995601","Nexi - Servizi moving DC manutenzione Apparati F5 Cliente NEXI - Anno 2024 e 2025","IT","WELLCOMM ENGINEERING S.P.A.","230293477033854","7010209956010002","SERVICE","Rinnovo BO 7010198821 per la manutenzione Apparati F5 Cliente NEXI - Anno 2024","36120","1.0","679558.38","679558.38","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010209956/acq_stampa_oda/Stampa Ordine 7010209956.pdf","7010209956","701020995602","Servizi di manutenzione apparati di rete per il Cliente Nexi (Ordine N° 7010209956)","networking","WELLCOMM ENGINEERING S.P.A.","230293477033854","7010209956020001","SERVICE","CNA Rinnovo BO 7010200528 per la manutenzione Apparati Forcepoint Cliente NEXI - Anno 2024 e 2025","36120","1.0","296000.0","296000.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/MAINTENANCE","SERVIZIO","INFRASTRUCTURE_SERVICES","MAINTENANCE","MEDIUM","0.7111515972614288","intelligent_multi_step","2025-10-17T06:24:39.138296","SERVICE"
"01. Batch 1/7010209956/acq_stampa_oda/Stampa Ordine 7010209956.pdf","7010209956","701020995602","Servizi di manutenzione apparati di rete per il Cliente Nexi (Ordine N° 7010209956)","networking","WELLCOMM ENGINEERING S.P.A.","230293477033854","7010209956020002","SERVICE","CNA Rinnovo BO 7010198821 per la manutenzione Apparati F5 Cliente NEXI - Anno 2024 e 2025","36120","1.0","1359116.76","1359116.76","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1/7010210185/acq_all_oda/7010210185 0000305554 GCI SYSTEM INTEGRATOR SPA 20240417_v1.pdf","7010210185","701021018501","OFFERTA PER SERVIZIO TICKETING MARZOTTO","IT","GCI SYSTEM INTEGRATOR SPA","249538744497970","7010210185010001","SERVICE","Servizio Ticketing Marzotto, offerta n. 4-0328, CODICE ESTERNO: VAS-080424-22","","1.0","12150.0","12150.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.7213849287033081","intelligent_multi_step","2025-10-17T06:36:08.828158","SERVICE"
"01. Batch 1/7010210302/acq_all_oda/7010210302 0000065200 COMTEL SPA 20240423_v1.pdf","7010210302","701021030201","Order for SBC M4KB HA Systems Maintenance and TIM Trunking ComUnica TOP Custom Service","telecomunicazioni","COM.TEL S.P.A.","156499478609272","7010210302010001","SERVICE","Service: VCCAUDI01 - TIM Trunking ComUnica TOP Custom. External Code: VAS-150424-34. Client: UNIPOLSAI ASSICURAZIONI S.P.A.","VAS-150424-34","1.0","17790.0","17790.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.748158878326416","intelligent_multi_step","2025-10-17T06:07:32.384593","SERVICE"
"01. Batch 1/7010210302/acq_all_oda/7010210302 0000065200 COMTEL SPA 20240423_v1.pdf","7010210302","701021030201","Order for SBC M4KB HA Systems Maintenance and TIM Trunking ComUnica TOP Custom Service","telecomunicazioni","COM.TEL S.P.A.","156499478609272","7010210302010002","SERVICE","Sistemi SBC M4KB HA per DC1 e DC2 - Fees vendor e Manutenzione COM.TEL. Service: VCCAUDI01 - TIM Trunking ComUnica TOP Custom. External Code: VAS-150424-34. Client: UNIPOLSAI ASSICURAZIONI S.P.A.","VAS-150424-34","1.0","18355.0","18355.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
