"id","contract_id","offer_id","version","supplier","supplier_id","supplier_specialization","client","contract_subject","contract_domain","terminology_mapping","expected_patterns","payment_terms","penalties","ending_clauses","start_date","end_date","total_amount","number_of_items","hw_items","sw_items","service_items"
"contract_7010215211_1","701021521101","offer_7010215211_0000312356_txt_e-solutions_spa_20241014_v1_v1","1","TXT E-SOLUTIONS S.P.A.","219362489093471","IT","Telecom Italia S.p.A.","Ordine di acquisto per Manutenzioni e Offerta Skillo Sentinel Assistenza Digitale e Servizi di configurazione","IT","{""Skillo Sentinel"": ""Piattaforma o soluzione specifica offerta dal fornitore per assistenza digitale"", ""Offerta Economica"": ""Proposta commerciale per un servizio o prodotto"", ""Assistenza Digitale"": ""Supporto tecnico e operativo per soluzioni digitali"", ""Servizi di configurazione"": ""Attivit\u00e0 di setup e personalizzazione di sistemi o software""}","","120 gg. d.c.f. fine mese. Fatturazione: Annuale Anticipato. Pagamento in regime di scissione dei pagamenti (Split Payment). Interessi moratori: 2% + European Central Bank Main Refinancing Rate, calculati su base annua dalla data di ricevimento della comunicazione scritta di richiesta del Fornitore.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna (se superati 10 giorni, diritto di risoluzione). Penale di "" 500,00 per ogni violazione accertata delle procedure di accesso ai siti Telecom Italia. Recupero penali mediante emissione di fattura/nota di debito con pagamento a 60 giorni.","Termination (Recesso): As per Section 3, Point 7, including conditions for cessation/sale of business, change of control, legal proceedings against supplier, liquidation, and early termination of client contract or internalization of activities. Resolution (Risoluzione): As per Section 3, Point 17, for non-compliance with specific obligations like data sheet, delivery delay, personnel and contributions, subcontracting, assignment prohibition, inspections, ethical code, supplier certification, export/import control, data processing, and confidentiality. Liability/Indemnity: As per Section 3, Point 6, the supplier indemnifies the company against third-party claims arising from supplier's actions. Confidentiality: As per Section 3, Point 15, all data and information communicated by the company must be kept confidential and used solely for contract execution. Venue: As per Section 3, Point 18, the Court of Rome has exclusive jurisdiction for any disputes. Assignment: TIM reserves the right to assign the contract to a third party as per the clause 'DIRITTO DI CESSIONE DEL CONTRATTO DA PARTE DI TIM' on page 5.","2024-10-31T00:00:00Z","2026-10-30T00:00:00Z","1343.0","1","0","0","1"
"contract_7010215214_1","701021521401","offer_7010215214_0000312356_txt_e-solutions_spa_20241014_v1_v1","1","TXT E-SOLUTIONS S.P.A.","219362489093471","IT","Telecom Italia S.p.A.","Ordine per Prestazioni Professionali e Servizi di Piattaforma 'Knox Manage' con durata di 2 anni","IT","{""Knox Manage"": ""Samsung's mobile device management (MDM) solution for managing and securing devices"", ""Servizi di piattaforma"": ""Services provided through a software platform, typically cloud-based, for device management""}","","Fatturazione: annuale anticipato. Condizioni di pagamento: 120 giorni data certificazione fattura fine mese.","Penale dell'1% del valore dei beni per ogni giorno di ritardo oltre 10 giorni solari; Penale di "" 500,00 per ogni violazione accertata delle disposizioni di legge in materia di sicurezza del lavoro; Possibilità di risolvere il Buono d'Ordine in caso di non osservanza delle azioni per favorire ispezioni entro 15 giorni dalla diffida.","Clausole di risoluzione ex art. 1456 c.c. per violazioni specifiche (es. scheda dati di sicurezza, superamento soglia ritardo, personale, subappalto, divieto di cessione, ispezioni, codice etico, certificazione fornitore, controllo esportazioni/importazioni, trattamento dati personali, riservatezza); Diritto di recesso della Società in caso di cessione/affitto azienda del Fornitore, mutamento assetto societario, rinvio a giudizio o condanna di rappresentanti, assoggettamento a liquidazione o procedure concorsuali (con preavviso di 15 giorni); Diritto di recesso della Società con preavviso di 60 giorni in caso di recesso/risoluzione contratto con il cliente finale o internalizzazione delle attività; Diritto di cessione del contratto da parte di TIM a un terzo con preavviso di 15 giorni; Clausola di confidenzialità e riservatezza.","2024-10-31_00:00:00.000000Z","2026-10-30_00:00:00.000000Z","1692.6","1","0","0","1"
"contract_7010215229_1","701021522901","offer_7010215229_0000065200_comtel_spa_20241017_v1_v1","1","COM.TEL S.P.A.","156499478609272","telecomunicazioni","Telecom Italia S.p.A.","Ordine per Refresh rete Wi-fi con Fornitura Access Point Huawei Wi-Fi 6, Servizio di configurazione e collaudo, e Servizio di manutenzione per il cliente ALMET ITALIA S.R.L.CON UNICO SOCIO","networking","{""Refresh rete Wi-fi"": ""Aggiornamento e miglioramento della rete Wi-Fi esistente"", ""Access Point Huawei Wi-Fi 6"": ""Dispositivi di rete per connessione wireless basati sullo standard Wi-Fi 6 prodotti da Huawei"", ""Servizio di configurazione e collaudo"": ""Attivit\u00e0 di impostazione e verifica del corretto funzionamento della soluzione di rete"", ""Servizio di manutenzione mensile"": ""Servizio ricorrente per garantire il funzionamento continuo e ottimale della rete Wi-Fi""}","switch + modules|firewall + licenses","Pagamento a 120 giorni data fine mese. Fatturazione in soluzione unica per componenti iniziali, mensile anticipato per manutenzione. Regime di scissione dei pagamenti (Split Payment).","Penali per ritardo nella consegna dei beni (1% del valore dei beni per ogni giorno di ritardo, risoluzione dopo 10 giorni). Penale di ""500,00 per ogni violazione della procedura di accesso ai Siti Telecom Italia. Recupero penali tramite emissione fattura/nota di debito.","Clausole di recesso e risoluzione (in caso di mutamento societario, procedimenti giudiziari, liquidazione, recesso del cliente finale, internalizzazione attività). Il Fornitore manleva e tiene indenne la Società da pretese di terzi e danni per fatti imputabili al Fornitore. Obbligo di riservatezza su dati e informazioni della Società. Foro competente: Roma. Esclusione di penali per cause di forza maggiore.","2024-10-22_00:00:00Z","2025-10-21_00:00:00Z","27620.32","2","0","0","2"
"contract_7010215261_1","701021526101","offer_7010215261_0000312356_txt_e-solutions_spa_20241015_v1_v1","1","TXT E-SOLUTIONS S.P.A.","219362489093471","IT","Telecom Italia S.p.A.","Ordine per servizi di manutenzione relativi all'offerta TXT E-SOLUTIONS SPA RIF Prot. 20010239 per gli anni 2024-2026","IT","{""VAS-081024-45"": ""Codice esterno identificativo dell'offerta specifica"", ""Fatturazione unica soluzione anticipato"": ""Pagamento completo del servizio in un'unica tranche prima dell'inizio del periodo di riferimento""}","","120 gg. d.c.f. fine mese (120 days from end of month invoice date); Fatturazione unica soluzione anticipata per ciascun periodo di riferimento.","In caso di ritardo nella consegna: penale dell'1% del valore dei beni per ogni giorno di ritardo oltre 10 giorni solari, salvo maggior danno; risoluzione del Buono d'Ordine. Penale di "" 500,00 per ogni violazione accertata delle disposizioni della procedura di ""Accesso ai Siti Telecom Italia"" da parte del personale del Fornitore. Per inadempimenti relativi a personale e contributi (Sezione 2, punto 2 a): facoltà di sospensione del pagamento o trattenuta a garanzia fino al 20% dell'importo dei corrispettivi. Recupero penali tramite emissione di fattura/nota di debito (fuori campo IVA ex art. 15 DPR 633/72) con pagamento a 60 giorni solari.","Recesso da parte di TIM: - Per cessione/affitto d'azienda, mutamento assetto societario di controllo del Fornitore, rinvio a giudizio/condanna di rappresentanti, assoggettamento a liquidazione/procedure concorsuali (preavviso 15 giorni). - Per recesso/risoluzione anticipata del contratto con il cliente finale di TIM o internalizzazione delle attività (preavviso 60 giorni). Risoluzione del Contratto ai sensi dell'art. 1456 c.c. per violazioni specifiche: - Mancata conformità a normativa REACH (scheda dati di sicurezza). - Superamento soglia di ritardo nella consegna (oltre 10 giorni solari). - Inadempimenti in materia di personale e contributi previdenziali/assistenziali (anche procedura di monitoraggio). - Violazioni delle regole sul subappalto. - Inosservanza obblighi di tracciabilità dei flussi finanziari per commesse pubbliche. - Impedimento o non cooperazione per attività di ispezione e controllo. - Violazione del Codice Etico e D.Lgs. 231/01 (incluse dichiarazioni non veritiere). - Violazione delle normative anti-corruzione (FCPA, Bribery Act). - Violazione delle disposizioni sul controllo esportazioni/importazioni. - Violazione delle disposizioni sul trattamento dati personali (se applicabile). - Violazione dell'obbligo di riservatezza. - Divieto di cessione del Buono d'Ordine e dei crediti; divieto di conferire mandati all'incasso. Responsabilità e manleva: - Il Fornitore garantisce beni esenti da vizi, conformi alle normative, e si obbliga a riparazione/sostituzione gratuita e risarcimento danni. - Il Fornitore garantisce l'assenza di violazioni di diritti di proprietà industriale e intellettuale. - Il Fornitore manleva TIM da pretese di terzi (inclusi dipendenti del Fornitore/subappaltatori) per fatti a lui imputabili. Confidenzialità: Il Fornitore si impegna a mantenere confidenziali tutte le informazioni comunicate da TIM. Foro Competente: Foro di Roma, legge italiana.","2024-10-01T00:00:00Z","2026-09-30T00:00:00Z","1092.0","1","0","0","1"
"contract_7010215321_1","701021532101","offer_7010215321_0000283750_maticmind_spa_20241017_v1_v1","1","MATICMIND S.P.A.","250387406080783","networking","Telecom Italia S.p.A.","Ordine di fornitura di hardware e servizi di supporto per Unipol Rental Roma","IT","{""Cisco Room Bar Pro Carbon"": ""Dispositivo per videoconferenza avanzato prodotto da Cisco"", ""PAWGENEHW"": ""Codice interno per identificare hardware generico"", ""Cisco Smartnet 8x5xNBD"": ""Servizio di supporto tecnico Cisco con copertura 8 ore al giorno, 5 giorni a settimana, con sostituzione hardware il giorno lavorativo successivo"", ""MM24OFF76280_3"": ""Riferimento interno all'offerta specifica del fornitore"", ""VAS-101024-69"": ""Codice esterno per identificare un prodotto o servizio specifico""}","","Regime di scissione dei pagamenti (Split Payment), pagate al fornitore al netto dell'IVA. Termini di pagamento: 120 giorni data fattura fine mese. Fatturazione unica soluzione per item 1 e unica soluzione anticipata per item 2.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna, con risoluzione del contratto se il ritardo supera 10 giorni. Penale di ""500.00 per ogni violazione delle procedure di accesso ai siti Telecom Italia. Interessi moratori calcolati sommando il 2% all'European Central Bank Main Refinancing Rate per ritardi nei pagamenti, recuperati tramite fattura/nota di debito con pagamento a 60 giorni.","Clausole di recesso per TIM (ad es. cambio di controllo fornitore, problematiche legali, risoluzione contratto cliente, internalizzazione delle attività) con preavvisi variabili. Diritto di cessione del contratto da parte di TIM. Divieto di cessione del contratto e dei crediti da parte del Fornitore. Il foro competente è Roma. Clausole di riservatezza per tutte le informazioni comunicate dalla Società. Il Fornitore manleva TIM da responsabilità per violazioni di diritti di proprietà intellettuale, inadempimenti del personale e dei subappaltatori, e per pretese da terzi. Cause di forza maggiore escluse da penali per ritardo.","2024-10-01T00:00:00Z","2025-09-30T23:59:59Z","6597.85","2","2","0","0"
"contract_7010215345_1","701021534501","offer_7010215345_0000065200_comtel_spa_20241017_v1_v1","1","COM.TEL S.P.A.","156499478609272","telecomunicazioni","Telecom Italia Spa","Contratto di Manutenzione FONTE CUTOLO","telecomunicazioni","{""FONTE CUTOLO"": ""Nome specifico di un sistema o servizio gestito"", ""Rif. manut 2024 2025"": ""Riferimento temporale per il periodo di manutenzione""}","server + licenses|phone + accessories|gateway + modules","120 gg. d.c.f. fine mese; Fatturazione annuale anticipata; Regime di scissione dei pagamenti (Split Payment)","Penale dell'1% del valore dei beni per ogni giorno di ritardo oltre i 10 giorni solari; Penale di "" 500,00 per ogni violazione delle disposizioni di accesso ai siti Telecom Italia.","Recesso in caso di cessione/affitto d'azienda, mutamento assetto societario di controllo, rinvio a giudizio o condanna di rappresentanti, liquidazione o procedure concorsuali. Recesso con preavviso di 60 giorni in caso di recesso/risoluzione contratto cliente o internalizzazione attività. Clausole risolutive espresse (ex art. 1456 c.c.) per vari inadempimenti. Obbligo di risarcimento danni e manleva da pretese di terzi. Obbligo di mantenere confidenziali dati e informazioni. Foro competente: Roma.","2024-09-01T00:00:00Z","2025-08-31T00:00:00Z","1909.99","1","0","0","1"
"contract_7010215357_1","701021535701","offer_7010215357_0000283750_maticmind_spa_20241017_v1_v1","1","MATICMIND S.P.A.","250387406080783","cloud","Telecom Italia Spa","Ordine di acquisto di licenze software e servizi professionali","cloud","{""Webex"": ""Piattaforma di collaborazione e comunicazione cloud-based sviluppata da Cisco"", ""Cloud Meet"": ""Servizio di meeting virtuali basato su cloud"", ""Cloud Device Registration"": ""Servizio per la registrazione di dispositivi su piattaforme cloud"", ""Subscription ID"": ""Identificativo univoco di un abbonamento software""}","software + support|licenses + services","Pagamento a 120 giorni data fattura fine mese. Fatturazione in unica soluzione anticipata. Le fatture devono essere emesse in regime di scissione dei pagamenti (Split Payment). Il pagamento avverrà tramite bonifico bancario. Applicabili interessi moratori del 2% sull'European Central Bank Main Refinancing Rate in caso di ritardo.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna, fino a 10 giorni, oltre i quali la Società ha diritto di risolvere il Buono d'Ordine. Penale di ""500,00 per ogni violazione accertata delle procedure di 'Accesso ai Siti Telecom Italia'.","Il contratto include clausole riguardanti: Assicurazioni, Diritto di Cessione del Contratto da parte di TIM, Risoluzione del Contratto (per inadempimento o superamento ritardo), Recesso (per mutate condizioni o internalizzazione), Confidenzialità, Manleva, Codice Etico - D.Lgs. n. 231/01, Anticorruzione, Controllo Esportazioni/Importazioni, Trattamento Dati Personali, e Foro competente (Roma).","2024-11-01T00:00:00Z","2025-10-31T00:00:00Z","4166.29","2","0","2","0"
"contract_7010215410_1","701021541001","offer_7010215410_0000271821_wetech__s_spa_societa__benefit_20241017_v1_v1","1","WETECH'S S.P.A. SOCIETA' BENEFIT","123891561103132","IT","Telecom Italia S.p.A.","offerta per la fornitura di Upgrade Storage HPE e per la fornitura di Contratti di Estensione Garanzia per USL ToscanaNord Ovest CIG 992110205F","IT","{""Upgrade Storage HPE"": ""Aggiornamento hardware per sistemi di archiviazione HPE"", ""Estensione Garanzia HPE"": ""Contratti per prolungare la garanzia dei prodotti HPE"", ""Sistemista Senior area HPE Enterprise Storage"": ""Esperto tecnico per la gestione e manutenzione di sistemi di archiviazione HPE""}","","Payment is 120 days end of month from invoice date, or from the last day of the month of the goods receipt. Invoicing for multi-year services is quarterly in arrears. Invoices are issued under split payment regime. Late payment interest of 2% + ECB Main Refinancing Rate applies.","1% per day of delay for goods delivery, up to 10 days, after which the contract can be terminated. ""500 per violation for non-compliance with access procedures at Telecom Italia sites.","Termination by Telecom Italia under various conditions, including change of supplier's corporate structure, criminal proceedings against supplier's representatives, or supplier's insolvency. Also, Telecom Italia can withdraw if its contract with the end client terminates or if it internalizes the services, with 60 days' notice. Automatic termination for specific breaches related to safety data sheets, delivery delays over 10 days, personnel and social security contributions, subcontracting limits, prohibition of contract/credit assignment, inspection compliance, ethical code, supplier certification, export/import controls, data processing, and confidentiality, after a cure period specified in the article.","2024-11-01T00:00:00Z","2027-04-30T00:00:00Z","699999.8","3","1","0","2"
"contract_7010215410_2","701021541002","offer_usltno_tim_l1_upgstor_hpe_at20240724_v2","2","WeTech 's S.p.A. SB","3879263124434","IT","TELECOM ITALIA SpA","offerta per la fornitura di Upgrade Storage HPE per USL Toscana Nord Ovest CIG 992110205F","IT","{""HPE Primera 600"": ""Linea di sistemi di storage enterprise di Hewlett Packard Enterprise"", ""FIPS Encrypted"": ""Standard di crittografia per la protezione dei dati"", ""TAA-compliant"": ""Conformit\u00e0 al Trade Agreements Act per l'approvvigionamento governativo"", ""Tech Care Essential Service"": ""Servizio di supporto tecnico essenziale fornito da HPE"", ""Sistemista Senior area HPE Enterprise Storage"": ""Esperto tecnico specializzato nei sistemi di storage HPE per aziende""}","","soluzione unica a rilascio entrata merci","","","2024-07-24T00:00:00Z","","69816.72","4","2","0","2"
"contract_7010215416_1","701021541601","offer_7010215416_0000312356_txt_e-solutions_spa_20241021_v1_v1","1","TXT E-SOLUTIONS S.P.A.","219362489093471","IT","Telecom Italia S.p.A.","Fornitura di servizi di assistenza digitale 'Skillo Sentinel' per il cliente Pasqui Spedizioni Internazionali s.r.l. nell'ambito di un ordine di acquisto di Telecom Italia S.p.A.","IT","{""Skillo Sentinel"": ""Piattaforma o servizio di assistenza digitale fornito da TXT E-solutions"", ""VAS-161024-115"": ""Codice esterno identificativo dell'offerta o del servizio"", ""Prot. 20010271"": ""Numero di protocollo interno relativo all'offerta""}","","Condizioni generali: 120 giorni data certificazione fattura fine mese. Condizione specifica per il servizio: fatturazione in unica soluzione anticipata. Fatture emesse in regime di scissione dei pagamenti (Split Payment), pagate al netto dell'IVA versata da TIM all'Erario. Interessi moratori applicabili su richiesta del Fornitore, calcolati sommando due punti percentuali (2%) all'European Central Bank Main Refinancing Rate, addebitati tramite fattura/nota di debito saldata entro 60 giorni dall'ultimo giorno del mese di emissione.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna (fino a 10 giorni, oltre i quali risoluzione del contratto). Penale di "" 500,00 per ogni violazione accertata delle procedure di accesso ai siti TIM e disposizioni di legge sulla sicurezza del lavoro. Possibilità di sospensione del pagamento o trattenuta fino al 20% dell'importo dovuto in caso di irregolarità contributive (DURC). Risoluzione del contratto in caso di inadempimento di obblighi specifici relativi a scheda dati di sicurezza, subappalto, divieto di cessione, ispezioni, codice etico, certificazione fornitore, controllo esportazioni/importazioni, trattamento dati personali, riservatezza.","Clausole di recesso per TIM in caso di specifiche condizioni relative al Fornitore (cessione/affitto azienda, mutamento controllo societario, vicende giudiziarie, procedure concorsuali). Recesso con preavviso di 60 giorni in caso di recesso/risoluzione anticipata del contratto con il cliente finale o internalizzazione delle attività. TIM ha diritto di cedere il contratto a terzi. Clausole di manleva e indennizzo a favore di TIM per danni e pretese di terzi imputabili al Fornitore. Obbligo di riservatezza sui dati e informazioni comunicati dalla Società. Foro competente esclusivo di Roma. Il Fornitore si impegna a stipulare e mantenere in vigore coperture assicurative con TIM e società del gruppo come 'assicurato' e rinuncia al diritto di rivalsa, salvo dolo.","2024-10-30T00:00:00Z","2025-10-29T00:00:00Z","840.0","1","0","0","1"
"contract_7010215452_1","701021545201","offer_7010215452_0000283750_maticmind_spa_20241022_v1_v1","1","MATICMIND S.P.A.","250387406080783","networking","Telecom Italia S.p.A.","Fornitura Cisco Nexus e Cisco Catalyst per UNIPOLSAI ASSICURAZIONI S.p.A.","networking","{""Cisco Nexus"": ""Serie di switch di rete ad alte prestazioni progettati per data center"", ""Cisco Catalyst"": ""Serie di switch di rete per reti aziendali e campus"", ""IdSiebel"": ""Identificativo univoco utilizzato per tracciare offerte o ordini nel sistema CRM Siebel"", ""VAS-141024-104"": ""Codice esterno specifico per identificare la fornitura"", ""Hw CISCO"": ""Hardware di rete fornito da Cisco"", ""Sw CISCO"": ""Software di rete fornito da Cisco""}","switch + modules|firewall + licenses","Pagamento a 120 gg. d.c.f. fine mese. Fatture emesse in regime di scissione dei pagamenti (Split Payment). Interessi moratori calcolati sommando 2% all'European Central Bank Main Refinancing Rate in caso di ritardato pagamento, previa comunicazione scritta. Il pagamento delle fatture avverrà a mezzo bonifico bancario, con data di emissione fattura convenzionalmente fissata all'ultimo giorno del mese di emissione del relativo benestare.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna, se il ritardo supera 10 giorni solari, la Società ha diritto di risolvere il Buono d'Ordine. Penale di "" 500,00 per ogni violazione accertata delle disposizioni della procedura di ""Accesso ai Siti Telecom Italia"".","Recesso: La Società si riserva la facoltà di recedere dal presente Buono d'Ordine in caso di cessione/affitto d'azienda o ramo d'azienda del Fornitore, mutamento di controllo societario, rinvio a giudizio o condanna di un rappresentante del Fornitore per delitti relativi alla gestione d'impresa, assoggettamento del Fornitore a liquidazione, concordato o altre procedure concorsuali. Può anche recedere in caso di recesso o risoluzione anticipata del contratto tra la Società e il cliente finale per cui la fornitura è stata richiesta, o in caso di internalizzazione delle attività oggetto della fornitura. Preavviso di 60 giorni solari. Responsabilità/Manleva: Il Fornitore si obbliga a risarcire ogni danno e a sostenere ogni onere, incluse le spese legali, conseguenti a qualsiasi pretesa o azione legale promossa da terzi nei confronti della Società per fatto o atto imputabile al Fornitore. Il Fornitore garantisce che la produzione, l'uso e la commercializzazione dei beni e servizi non comportano violazione di diritti di proprietà industriale e intellettuale o altri diritti di terzi, manlevando la Società da qualsiasi rivendicazione. Riservatezza: Il Fornitore si impegna a mantenere confidenziali e riservati tutti i dati, le notizie e informazioni, scritte o orali, comunicati dalla Società, e a utilizzarli esclusivamente per l'esecuzione del presente Buono d'Ordine. Foro competente: Per ogni controversia derivante dal presente Buono d'Ordine sarà competente a decidere il Foro di Roma, escluso ogni altro Foro.","2024-10-31T00:00:00Z","2025-10-31T00:00:00Z","545881.94","2","1","1","0"
"contract_7010215452_2","701021545202","offer_riepilogoeconomico_mm-unipol_cisco_bolognarozzano_v2","2","","180126070764885","networking","","Fornitura CISCO NEXUS Data Center Bologna e Rozzano","networking","{""CISCO NEXUS"": ""A series of data center switches by Cisco"", ""93600CD-GX"": ""Specific model of Cisco Nexus switch"", ""NX-OS"": ""Cisco's network operating system for Nexus switches"", ""SNTC-NO RMA"": ""Smart Net Total Care without Return Material Authorization"", ""SWSS UPGRADES"": ""Software Support Service for upgrades""}","switch + modules|firewall + licenses","","","","","","545881.94","29","25","4","0"
"contract_7010215456_1","701021545601","offer_7010215456_0000330330_customer_management_it_srl_20241021_v1_v1","1","CUSTOMER MANAGEMENT IT SRL","207792209653726","IT","Telecom Italia S.p.A.","Ordine per Servizio di assistenza sistemistica N° 7010215456","IT","{""assistenza sistemistica"": ""Supporto tecnico e gestione dei sistemi IT"", ""outsourcing IT"": ""Esternalizzazione della gestione e manutenzione dei sistemi informatici""}","","Fatturazione mensile posticipata; Pagamento 120 giorni data certificato fattura (fine mese); Regime di scissione dei pagamenti (Split Payment). Interessi moratori calcolati sommando 2% all'European Central Bank Main Refinancing Rate.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna (max 10 giorni); penale di "" 500,00 per ogni violazione delle procedure di accesso ai siti Telecom Italia; recupero penali tramite fattura/nota di debito con pagamento a 60 giorni dalla data di emissione.","Clausole di recesso e risoluzione anticipate per diverse cause (es. mutamento assetto societario fornitore, violazioni di obblighi contrattuali specifici, internalizzazione servizi); clausola di manleva per danni causati dal fornitore; obblighi di riservatezza; legge italiana e Foro di Roma come foro competente.","2024-10-01T00:00:00Z","2025-09-30T00:00:00Z","5670001.0","1","0","0","1"
"contract_7010215483_1","701021548301","offer_stampa_ordine_7010215483_v1","1","WETECH' S S.P.A. SOCIETA' BENEFIT","123891561103132","IT","Telecom Italia Spa","Servizi Professionali per Fortinet Licenze FortiMail","sicurezza","{""Fortinet"": ""Azienda specializzata in soluzioni di sicurezza informatica"", ""FortiMail"": ""Soluzione di sicurezza per la protezione delle email"", ""Servizi Professionali"": ""Servizi di consulenza e implementazione tecnica legati a prodotti specifici""}","","120 gg. d.c.f. fine mese","In caso di ritardo nella consegna, penale dell'1% del valore dei beni per ogni giorno di ritardo; superati 10 giorni, risoluzione del Buono d'Ordine. Penale di "" 500,00 per ogni violazione delle disposizioni di accesso ai Siti Telecom Italia. Il recupero delle penali avverrà mediante emissione di fattura/nota di debito con pagamento a 60 giorni solari dalla data di emissione.","Recesso della Società in caso di cessione/affitto dell'azienda del Fornitore, mutamento assetto societario, rinvio a giudizio o condanna di un rappresentante, assoggettamento a liquidazione o procedure concorsuali. Recesso in caso di risoluzione anticipata del contratto con il cliente finale o internalizzazione delle attività, previo preavviso di 60 giorni. Obbligo di mantenere riservati i dati e le informazioni comunicate. Obbligo del Fornitore di manlevare la Società da pretese/azioni legali di terzi. Foro competente di Roma per ogni controversia.","2024-10-01_00:00:00.000000Z","2025-09-30_00:00:00.000000Z","550.0","1","0","0","1"
"contract_7010215505_1","701021550501","offer_7010215505_0000065200_comtel_spa_20241022_v1_v1","1","COM.TEL S.P.A.","156499478609272","telecomunicazioni","Telecom Italia S.p.A.","Manutenzione annuale","telecomunicazioni","{""SERVICE"": ""Servizio fornito dal contratto"", ""Manutenzione annuale"": ""Servizio di supporto e riparazione per un periodo di un anno"", ""offerta rif: 1350_2024_AS"": ""Riferimento specifico all'offerta commerciale""}","server + licenses|phone + accessories|gateway + modules","120 gg. d.c.f. fine mese; Fatturazione unica soluzione anticipato; Regime di scissione dei pagamenti (Split Payment); Interessi moratori calcolati sommando due punti percentuali (2%) all'European Central Bank Main Refinancing Rate su base annua, maturano dalla data di ricezione comunicazione scritta PEC/A/R.","Penale dell'1% del valore dei beni per ogni giorno di ritardo nella consegna (max 10 giorni, poi risoluzione del contratto); Penale di "" 500,00 per ogni violazione accertata delle disposizioni di accesso ai siti Telecom Italia.","Recesso per cessione/affitto d'azienda, mutamento controllo societario, rinvio a giudizio/condanna, liquidazione/fallimento, recesso/risoluzione anticipata contratto cliente, internalizzazione attività. Risoluzione ex art. 1456 c.c. per mancato adempimento di specifiche obbligazioni (scheda dati sicurezza, superamento soglia ritardo, personale e contributi, subappalto, divieto cessione contratto/crediti/mandati all'incasso, ispezioni, codice etico D.Lgs 231, certificazione fornitore, controllo esportazioni/importazioni, trattamento dati personali, riservatezza). Obbligo di risarcimento danni e manleva per pretese da terzi. Riservatezza di dati e informazioni. Foro competente: Roma. Escluse cause di forza maggiore per ritardo consegna.","2024-11-01_00:00:00.000000Z","2025-10-31_00:00:00.000000Z","3029.0","1","0","0","1"
"contract_7010215506_1","701021550601","offer_7010215506_0000065200_comtel_spa_20241022_v1_v1","1","COM.TEL S.P.A.","156499478609272","telecomunicazioni","Telecom Italia Spa","Manutenzione Master Agreement TIM cliente EEI","telecomunicazioni","{""Master Agreement"": ""Accordo quadro per la fornitura di servizi o prodotti"", ""VAS"": ""Servizi a valore aggiunto nel contesto delle telecomunicazioni""}","server + licenses|phone + accessories|gateway + modules","120 gg. d.c.f. fine mese. Fatturazione annuale anticipata.","Ritardo nella consegna: 1% del valore dei beni per ogni giorno di ritardo, se supera 10 giorni solari la Società può risolvere il Buono d'Ordine (Sez. 1, punto 3). Penale di "" 500,00 per ogni violazione delle procedure di accesso ai siti Telecom Italia (Sez. 2, punto 2).","Termination/Recesso: Il presente Buono d'Ordine si risolve ex art. 1456 c.c. per mancato adempimento di obbligazioni specifiche (Sez. 1, punto 2 e 3; Sez. 2, punto 2 e 4; Sez. 3, punto 4, 8, 9, 10, 13, 14, 15), o per eventi come cessione/affitto d'azienda, mutamento assetto societario, rinvio a giudizio/condanna, liquidazione, recesso o risoluzione anticipata del contratto con il cliente finale, o internalizzazione delle attività. Responsabilità/Indemnity: Il Fornitore garantisce beni esenti da vizi, sostituzione/riparazione gratuita in caso di difetti, e si impegna a manlevare e tenere indenne la Società da pretese di terzi (inclusi dipendenti e violazioni IP). Riservatezza: Il Fornitore si impegna a mantenere confidenziali dati e informazioni comunicati dalla Società e a usarli solo per l'esecuzione dell'ordine. Foro Competente: Foro di Roma.","2024-10-31_20:00:00Z","2025-10-30_20:00:00Z","2469.96","1","0","0","1"
